PWSID,sys_name,agency,county,service_cxns_update,DAC_status,survey_start,survey_submit,survey1A_start,survey1A_submitted,app_started,app_complete,program_need_update,contact_priority,opp_contact_date,follow_up_date,total_arr_reported,ac_name_update,ac_email_update,ac_phone_update,agg_reporting,agg_PWSID,umbrella_org,survey_PWSIDs,TA_requested,reporter_name,reporter_email,reporter_phone
CA4700528,SISKIYOU CO. ROLLING HILLS MWC,DISTRICT 01 - KLAMATH,SISKIYOU,95,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,"NANETTE KISCHE",rollinghillswatercompany@gmail.com; nkische@gmail.com,530-598-4785,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA5700788,NORTH DAVIS MEADOWS,LPA87 - YOLO COUNTY,YOLO,95,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,Kimberly Villa,kimberly.villa@yolocounty.org,530-666-8431,NA,NA,NA,NA,NA,Kimberly Villa,kimberly.villa@yolocounty.org,530-666-8431
CA0400008,GRAN MUTUAL WATER CO,LPA34 - BUTTE COUNTY,BUTTE,94,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,KEVIN _OSHEA,watersystemoperator@msn.com,530-893-5276,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA1400066,ASPENDELL MUTUAL WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,INYO,94,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DAVID TANKSLEY,mcmurtank@schat.net,"760-873-5456, 760-873-5456",NA,NA,NA,NA,NA,David  Tanksley,mcmurtank@schat.net,760 873-5456
CA4100503,BUTANO CANYON MUTUAL,DISTRICT 17 - SANTA CLARA,SAN MATEO,94,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,510-620-3461,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA4200616,SKYLINE PARK,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,94,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ERIC WORDAL,EWORDAL@SYVUHSD.ORG,805-588-3232,NA,NA,NA,NA,NA,David Mexico,dmex8558@hwy246.net,NA
CA1700595,CAL 20 VILLAGE AND MEADOW POINTE PARK,DISTRICT 03 - MENDOCINO,LAKE,93,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,TANYA NOBLE,NOBLESCAL20@HOTMAIL.COM,707-275-3262,NA,NA,NA,NA,NA,Matthew Johnson,watertreatmentsolution@yahoo.com,NA
CA2300610,CASPAR SOUTH SERVICE COMPANY,DISTRICT 03 - MENDOCINO,MENDOCINO,93,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MARLENE DEMERY,marlene@demeryandassoc.com,707-479-8880,NA,NA,NA,NA,NA,Donna Feiner,dfeiner@mcn.org,7079370720
CA3600107,FOREST PARK MWC,LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,93,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,Vickie Stead,email@forestparkmwc.com,909-794-8430,NA,NA,NA,NA,NA,Vickie Stead,email@forestparkmwc.com,(1909) 794-8430
CA5100107,SUTTER CO. WWD#1 (ROBBINS),DISTRICT 21 - VALLEY,SUTTER,93,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,GUADALUPE RIVERA,grivera@co.sutter.ca.us,530-822-7400,NA,NA,NA,NA,NA,Radell Sharrock,rsharrock@co.sutter.ca.us,(530) 822-7400
CA5400903,TRACT 92  CSD,DISTRICT 24 - TULARE,TULARE,93,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOLEEN PALMER,joleenpalmer59@gmail.com,559-799-1135,NA,NA,NA,NA,NA,Joleen Palmer,joleenpalmer59@gmail.com,559-799-1135
CA5602115,SAVIERS ROAD MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,VENTURA,92,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ROSALINDA ROMO,rosalinda.romo@navy.mil,805-982-2687,NA,NA,NA,NA,NA,Pete Munoz,redtailinc@earthlink.net,(1888) 292-5499
CA3110049,TAHOE PARK WATER CO - SKYLAND/NIELSEN,DISTRICT 02 - LASSEN,PLACER,92,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,RICHARD DEWANTE,RMDEWANTE@SBCGLOBAL.NET,530-583-3938,NA,NA,NA,NA,NA,Richard Dewante,rmdewante@sbcglobal.net,(530) 583-3938
CA4400617,SUMMIT WEST MUTUAL WATER CO.,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,142,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,ROBERT _JONES,board@summitwest.org,408-353-3013,NA,NA,NA,NA,NA,NA,NA,NA
CA4300545,SARATOGA HEIGHTS MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,SANTA CLARA,92,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JOHN KLONICK,JAK666@YAHOO.COM; klonick@shmwc.org,408-867-1601,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA4900521,GILL CREEK MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,SONOMA,92,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,PETER & ALEXSANDRA SAGUES,alex.gcmwc@gmail.com,707-694-1295,NA,NA,NA,NA,NA,Alexsandra & Peter Sagues,alex.gcmwc@gmail.com,707-332-3223
CA4200619,SANTA YNEZ RANCHO ESTATES,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,92,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DOUG RIEDY,DOUGRIEDY@AOL.COM,805-220-3649,NA,NA,NA,NA,NA,Cara Aguiar,caguiar@frm-ops.com,(805) 597-7100
CA4200578,PAINTED CAVE,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,91,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BUD KEELEY,KEELEY@GARLIC.COM,805-967-9487,NA,NA,NA,NA,NA,Bud Keeley,pcmwc31@gmail.com,805-967-9487
CA4500003,MEL MAR MUTUAL WATER CO,LPA75 - SHASTA COUNTY,SHASTA,91,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MIKE DUCAZAU,mdc9634@yahoo.com,530-949-9634,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA5500040,BLUEBELL VALLEY MWC,DISTRICT 11 - MERCED,TUOLUMNE,91,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,4794.44,HAL CUNNINGHAM,Hal@mlode.com,209-532-6355,NA,NA,NA,NA,Y,Brian Hoffman,bhoffman@calruralwater.org,7075145835
CA1100616,ELK CREEK COMMUNITY S.D.,DISTRICT 21 - VALLEY,GLENN,90,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,ARNOLD KJER,arniekjer@gmail.com,530-968-5249,NA,NA,NA,NA,NA,Arnold Kjer,arniekjer@gmail.com,530-968-5193
CA1503475,WESTERN ACRES MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,KERN,90,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,18540,DUSTY HOWZE,tdh5@comcast.net,559-816-5088,NA,NA,NA,NA,NA,Denise Cota,denise@rsi.solar,(559) 582-9056
CA1700546,CLEAR WATER MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,LAKE,89,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,48246.72,VALERIE DAVISON,clearwtr.water@sbcglobal.net,707-279-1207,NA,NA,NA,NA,Y,Michael Reust,clearwtr.water@sbcglobal.net,707-279-1207
CA2000293,MD 46 AHWAHNEE RESORTS,LPA50 - MADERA COUNTY,MADERA,90,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,CHAD BROWN,chad.brown@madera-county.com,559-675-7820,NA,NA,NA,NA,NA,Chad Brown,chad.brown@co.madera.ca.gov,559-517-7152
CA2000502,BASS LAKE HEIGHTS MUTUAL WATER,LPA50 - MADERA COUNTY,MADERA,90,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JIM LUTHER,jimluther@att.net,559-676-8578,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA2800543,CAPELL VALLEY ESTATES,LPA58 - NAPA COUNTY,"NAPA",90,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MATT DAVIES,MATT@HARMONYCOM.COM,209-932-8747,NA,NA,NA,NA,NA,Sherrie Fuqua,Sherrie@harmonycom.com,209-932-8747
CA3301511,PINYON CREST HOA,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,90,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JAMIE SALDIVAR,JSALDIVAR@DRMINTERNET.COM,760-346-1161,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA2700674,PARADISE LAKE MUTUAL WATER CO.,LPA57 - MONTEREY COUNTY,MONTEREY,90,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ROBERT MANN,ROBGMANN@GMAIL.COM,831-383-8361,NA,NA,NA,NA,NA,Shannon Austin,shannonaustin1031@gmail.com,(408) 504-8280
CA4300563,MT. PLEASANT WATER USERS ASSOCIATION,DISTRICT 17 - SANTA CLARA,SANTA CLARA,90,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,VICTOR VIERRA,mpwupresident@gmail.com,510-445-0700,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA5400550,SEVILLE WATER COMPANY,DISTRICT 24 - TULARE,TULARE,90,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,9591.24,CELESTE V PEREZ,CVPerez@co.tulare.ca.us,559-624-7010,NA,NA,NA,NA,Y,CELESTE PEREZ,yettemseville@gmail.com,(559) 356-9698
CA1300616,PALO VERDE COUNTY WATER DIST.,LPA43 - IMPERIAL COUNTY,IMPERIAL,134,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,KATHI FRICE-SANDERS,pvwaterworks@yahoo.com,760-854-3519,NA,NA,NA,NA,NA,NA,NA,NA
CA2000506,SIERRA LINDA MUTUAL WATER CO,LPA50 - MADERA COUNTY,MADERA,89,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,PATRICK _NEWMAN,drdonwill@prodigy.net,559-877-4701,NA,NA,NA,NA,NA,Nancy Newman,sierralindawater@gmail.com,(559) 877-4701
CA0600012,COLUSA CO. SERVICE AREA #1-CENTURY RANCH,DISTRICT 21 - VALLEY,COLUSA,88,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MICHAEL AZEVEDO,mjazevedo@countyofcolusa.org,530-458-4941,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA2410700,CASTLE AIRPORT,DISTRICT 11 - MERCED,MERCED,134,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,MARK MIMMS,Mark.Mimms@countyofmerced.com,209-385-7686EXT. 4403,NA,NA,NA,NA,NA,NA,NA,NA
CA1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK,DISTRICT 21 - VALLEY,GLENN,87,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BEN SMITH,ben@boavidamhp.com,530-282-5385,NA,NA,NA,NA,NA,Kevin McGrath,kmcgrath@northstatewatertreatment.com,(530) 892-8211
CA2210906,MARIPOSA PINES MUTUAL,DISTRICT 11 - MERCED,MARIPOSA,87,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ROY LEACH,lqleach@sti.net,209-742-7130,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA1900130,DEL RIO MUTUAL,LPA49 - LA COUNTY,LOS ANGELES,133,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,DARIO HERRERA,JHERRERA@DRMWC.COM,626-350-0381,NA,NA,NA,NA,NA,NA,NA,NA
CA4810011,SID - ELMIRA,DISTRICT 04 - SAN FRANCISCO,SOLANO,88,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,4451.86,CARY KEATEN,ckeaten@sidwater.org,707-455-4009,NA,NA,NA,NA,Y,Cammie  Morin,cmorin@sidwater.org,707-455-4008
CA4900558,BELMONT TERRACE MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,SONOMA,87,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,3067.2,JEAN TILLINGHAUST,jean@belmontterrace.org,707-694-5816,NA,NA,NA,NA,NA,Jean Tillinghast,pickle@sonic.net,(707) 823-3447
CA1900843,CALIFORNIAN MOBILE HOME PARK,LPA49 - LA COUNTY,LOS ANGELES,133,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,KERRY ANDERSON,ochibakoi@gmail.com,661-972-6980,NA,NA,NA,NA,NA,NA,NA,NA
CA0707577,RIVERVIEW WATER ASSOCIATION,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,89,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,705,PATTY MARTIN,pzmartin@kiteisland.com,925-684-2129,NA,NA,NA,NA,NA,Patricia Martin,pzmartin@kiteisland.com,925-684-2129
CA1500459,LAKE OF THE WOODS MOBILE VILLAGE,DISTRICT 19 - TEHACHAPI,KERN,86,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ROBERT & JANET CONNER,MRBOB@FRAZMTN.COM,"661-245-3521, 661-245-0319",NA,NA,NA,NA,NA,Gary Lumpkins,team@skookumh2o.com,661-822-4185
CA3900722,MORADA ESTATES PWS,LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,86,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJC UTILITIES MAINTENANCE DIST,bguzman@sjgov.org,209-468-3090,NA,CA3910002,NA,NA,NA,NA,NA,NA
CA1500393,RAINBIRD VALLEY MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,KERN,85,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CONNIE RIDDLE,therainbirdvmwc@gmail.com,760-378-2233,NA,NA,NA,NA,NA,Armando Murrieta,armandom@selfhelpenterprises.org,559-802-1684
CA2000757,MD 63 MEADOW SPRINGS RANCH,LPA50 - MADERA COUNTY,MADERA,85,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHAD BROWN,chad.brown@madera-county.com,559-675-7820,NA,NA,NA,NA,NA,Chad Brown,chad.brown@co.madera.ca.gov,559-517-7152
CA3100041,ALPINE MEADOWS PROPERTY OWNERS ASSO,LPA61 - PLACER COUNTY,PLACER,129,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,KEN LITTLE,kenlittle@comcast.net,530-844-7816,NA,NA,NA,NA,NA,NA,NA,NA
CA3200150,HAMILTON BRANCH MWC,LPA62 - PLUMAS COUNTY,PLUMAS,85,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,NORM JOLICOEUR,spartan1@citlink.net,530-596-4250,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA3301180,ANZA MUTUAL WATER COMPANY,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,85,SDAC,Y,Y,Yes,Yes,NA,NA,NA,3,10/8/2021,NA,NA,PHILIP CANADAY,phil@sat2u.com,951-809-7604,NA,NA,NA,NA,NA,Wes Fromlath,wesfromlath@verizon.net,760-427-0603
CA5602117,STRICKLAND ACRES,DISTRICT 06 - SANTA BARBARA,VENTURA,127,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,PAUL MCDANIEL,mcdanielph@gmail.com,805-443-6263,NA,NA,NA,NA,NA,NA,NA,NA
CA5800924,CAMPTONVILLE COMMUNITY SERV DIST,LPA88 - YUBA COUNTY,YUBA,85,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,3900,THOMAS E RUMSEY,tom_905@yahoo.com,775-980-7138,NA,NA,NA,NA,NA,Thomas Rumsey,tom_905@yahoo.com,775-980-7138
CA4700549,LAKE SISKIYOU M.W.C.,DISTRICT 01 - KLAMATH,SISKIYOU,84,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,TOM COHEN,tomcohen1957@yahoo.com; lsmwc@snowcrest.net,530-926-5370,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA5400732,PIERPOINT SPRINGS WATER CO.,DISTRICT 24 - TULARE,TULARE,84,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MICHELLE RAY,cripplerranch@att.net,559-542-2551,NA,NA,NA,NA,NA,Kirk Klemcke,kirkklemcke@gmail.com,559-542-2876
CA5800820,RIVER HIGHLANDS CSD,LPA88 - YUBA COUNTY,YUBA,84,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,SAM BUNTON,sbunton@co.yuba.ca.us,530-749-5430,NA,NA,NA,NA,NA,Dale OBryan,Lab@Cranmerengineeringinc.com,530-273-7284
CA1100436,ORLAND OAKS MHP,DISTRICT 21 - VALLEY,GLENN,83,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CHRIS TRIPLETT,ctriplett@montechristomh.com,916-749-6073,NA,NA,NA,NA,NA,Kevin McGrath,kmcgrath@northstatewatertreatment.com,(530) 892-8211
CA0707507,WILLOW PARK MARINA,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,125,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,DAN MUELRATH,dmuelrath@diablowater.org,"925-625-3798, 925-625-3798",NA,NA,NA,NA,NA,NA,NA,NA
CA2000551,MD 07 MARINA VIEW HEIGHTS,LPA50 - MADERA COUNTY,MADERA,83,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHAD BROWN,chad.brown@madera-county.com,559-675-7820,NA,NA,NA,NA,NA,Chad Brown,chad.brown@co.madera.ca.gov,559-517-7152
CA2300605,RIVER ESTATES MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,MENDOCINO,83,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JARED WALKER,jwalker@willowcwd.org,707-462-2666,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,5106203461
CA5602104,DEL NORTE MUTUAL WATER CO.,DISTRICT 06 - SANTA BARBARA,VENTURA,83,Missing,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DAVID VANONI,vanonifarms@hotmail.com; mvanoni@sbcglobal.net,805-647-1092,NA,NA,NA,NA,NA,David Vanoni,Vanonifarms@hotmail.com,805 647 1092
CA1400036,KEELER COMMUNITY SERVICE DISTRICT,DISTRICT 13 - SAN BERNARDINO,INYO,83,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,KAREN RIGGS,karen@easternsierra.us,760-608-3208,NA,NA,NA,NA,NA,Karen Riggs,karen@easternsierra.us,(760) 608-3208
CA2900562,ANANDA VILLAGE,LPA59 - NEVADA COUNTY,NEVADA,83,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,KEN ATWELL,Ken@ananda.org,530-292-3024,NA,NA,NA,NA,NA,Ken Atwell,ken@ananda.org,530-470-2350
CA4900545,"BRANGER MUTUAL WATER COMPANY, INC.",DISTRICT 18 - SONOMA,SONOMA,83,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BILL BARNETT,bbarnett@opesadvisors.com,707-888-9997,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA0310018,FIRST MACE MEADOWS UNIT NO. 2,DISTRICT 10 - STOCKTON,AMADOR,82,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JEFF BROWN,jeff8066@volcano.net,209-296-3121,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA3301512,PINYON PINES COUNTY WATER DIST,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,82,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,TOM HUSS,thuss@pinyonpinescwd.ca.gov,760-349-3261,NA,NA,NA,NA,NA,Christy Huss,chuss@pinyonpinescwd.ca.gov,760-349-3261
CA3900505,FARMINGTON WATER COMPANY,LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,82,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,FARMINGTON WATER COMPANY,farmingtonwater@velociter.net,209-886-5346,NA,NA,NA,NA,NA,Mary Anne Strojan,farmingtonwater@velociter.net,209-886-5346
CA3901337,MORADA ESTATES N PWS #46,LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,82,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJC UTILITIES MAINTENANCE DIST,bguzman@sjgov.org,209-468-3090,NA,CA3910002,NA,NA,NA,NA,NA,NA
CA1500349,STOCKDALE MUTUAL WATER CO.,DISTRICT 12 - VISALIA,KERN,81,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ROBERT BEECHINOR,rlbeech@msn.com,661-835-1673,NA,NA,NA,NA,NA,Phillip W. Holderness,pholderness@seacotech.com,NA
CA2700772,STRUVE RD WS #02,LPA57 - MONTEREY COUNTY,MONTEREY,81,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,LISA EASTMAN,MOSSLANDINGPARK@GMAIL.COM,831-724-1900,NA,NA,NA,NA,NA,Miles Farmer,milescfarmer@yahoo.com,(831) 920-6796
CA1500493,"EL ADOBE POA, INC.",DISTRICT 12 - VISALIA,KERN,80,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,KYLE WILKERSON,iluvmycah@aol.com; eladobepoa@gmail.com,661-444-7338,NA,NA,NA,NA,NA,kyle wilkerson,iluvmycah@aol.com,(1661) 444-7338
CA1500333,CWS - FREMONT VALLEY,DISTRICT 19 - TEHACHAPI,KERN,80,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOPHIE JAMES,sjames@calwater.com,408-367-8593,NA,CA1910050,NA,NA,NA,NA,NA,NA
CA3600180,"NAVAJO MWC",LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,80,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JIM HANSEN,jhansenjr@email.com,760-240-4351,NA,NA,NA,NA,NA,James Hansen,jhansenjr@email.com,760-954-3363
CA5400968,IMPROVEMENT DISTRICT NO. 1,DISTRICT 24 - TULARE,TULARE,80,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MICHAEL WALL,yosemite.family.1981@gmail.com,951-663-1167,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA5403217,OKIEVILLE HIGHLAND ACRES MWC,DISTRICT 24 - TULARE,TULARE,80,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,IRENE SANTIAGO,lemonsirene72@gmail.com,559-368-4128,NA,NA,NA,NA,Y,Andrea Galdamez,andreag@selfhelpenterprises.org,(559) 802-1598
CA5500120,49ER TRAILER RANCH,DISTRICT 11 - MERCED,TUOLUMNE,80,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BRUCE MEISSNER,bruce@49rv.com,209-532-4978,NA,NA,NA,NA,NA,Maria Carlson,maria.carlson@waterboards.ca.gov,559-447-3300
CA4200842,SAINT MARIE MOBILE HOME PARK,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,80,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MATT WALKER,STMARIEMHP@VERIZON.NET,949-752-8011,NA,NA,NA,NA,NA,Sheyanne Cajipe,sheyanne@calparkmgt.com,(949) 752-8011
CA1200501,ALDERPOINT COUNTY WATER,DISTRICT 01 - KLAMATH,HUMBOLDT,79,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CHERYL MARCH,acwd117@gmail.com,707-926-5162,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA4300551,HAPPY ACRES MWC,DISTRICT 17 - SANTA CLARA,SANTA CLARA,79,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DAVE CASERZA,dave.caserza@gmail.com,408-691-9919,NA,NA,NA,NA,NA,Michael Maggiora,watsonville@maggiorabros.com,(831) 724-1338
CA4900512,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,DISTRICT 18 - SONOMA,SONOMA,79,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BOB COCHRANE,houdybob@aol.com,707-664-1768,NA,NA,NA,NA,NA,Joanna Corona,jocorona4@yahoo.com,(707) 889-0828
CA3700962,OAKVALE PARK,LPA67 - SAN DIEGO COUNTY,SAN DIEGO,125,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,MARY-ELLEN WILSON,giglio101@yahoo.com,760-644-5802,NA,NA,NA,NA,NA,NA,NA,NA
CA1300514,COYOTE VALLEY MUTUAL WATER CO,LPA43 - IMPERIAL COUNTY,IMPERIAL,124,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,DAVID PLAYER,dplayer3@gmail.com,760-545-1177,NA,NA,NA,NA,NA,NA,NA,NA
CA0600008,COLUSA CO. WWD #1 - GRIMES,DISTRICT 21 - VALLEY,COLUSA,123,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,LANCE SWIFT,lswift@glenncoe.org; weledswift@frontiernet.net,530-437-2037,NA,NA,NA,NA,NA,NA,NA,NA
CA4700880,SISKIYOU LAKE HIGHLANDS MWC,DISTRICT 01 - KLAMATH,SISKIYOU,78,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JOHN FRYER,siskiyousurvey@sbcglobal.net,530-925-1357,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA3301381,CSA 51,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,77,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,STEVE JONES,shjones@rivco.org,760-227-3203,NA,NA,NA,NA,NA,Steve Jones,SHJONES@RIVCOEDA.ORG,760-227-3203
