Water System No.,Water System Name,Regulating Agency,County,Total Number of Service Connections,AC Name,AC Email,AC Phone,Arrearage Application,Aggregated Application,Aggregated PWSIDs,Residential Arrearage Accounts,New Residential Arrearage Accounts,Residential Arrearage Amount,New Residential Arrearage Amount,CommercialArrearage Accounts,New Commercial Arrearage Accounts,Commercial Arrearage Amount,New Commercial Arrearage Amount,Total Reported Arrearages,Administrative Costs,Total Max Allotment,Total Funding Request,Mailing Address Street 1,Mailing Address Street 2,"City, State, Zip",Completed on,Uploaded Files
5400754,SOUTH KAWEAH MUTUAL WATER COMPANY,DISTRICT 24 - TULARE,TULARE,138,MARY ANDRADE,skmwc3r@gmail.com,,Application Summary,No,N/A,6,5,6005.68,4867.74,0,0,0.00,0,4867.74,146.03,5013.77,5013.77,P.O. BOX 191,,"THREE RIVERS, CA 93271",10-22-2021,1052_CA5400754_439776_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5400754_439776_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5400754_439776_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5400754_439776_32056_CommunityWaterS__TaxFormUpload_1.pdf
5400641,TEVISTON CSD,DISTRICT 24 - TULARE,TULARE,135,MARTIN CORREA,martinjr@correapallets.com,,Application Summary,No,N/A,30,30,9200.00,9200.00,1,1,160.00,160.00,9360.00,280.80,9640.80,9640.8,13086 AVENUE 80,,"PIXLEY, CA 93256",10-06-2021,1052_CA5400641_439197_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5400641_439197_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5400641_439197_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5400641_439197_32056_CommunityWaterS__TaxFormUpload_1.pdf
1700502,ANDERSON SPRINGS CSD,DISTRICT 03 - MENDOCINO,LAKE,130,PATRICIA ROY,andersonspringscsd@gmail.com,707-881-7560,Application Summary,No,N/A,6,6,2281.00,2281.00,0,0,0.00,0,2281.00,68.43,2349.43,2281,PO Box 929,,"MIDDLETOWN, CA 95461",10-18-2021,1052_CA1700502_439648_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1700502_439648_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1700502_439648_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1700502_439648_32056_CommunityWaterS__TaxFormUpload_1.pdf
1200553,WEOTT C.S.D.,DISTRICT 01 - KLAMATH,HUMBOLDT,128,CHRISTINE CONN,weottcsd2010@att.net,707-946-2367,Application Summary,No,N/A,100,28,54803.40,16215.12,4,3,3417.62,1365.26,17580.38,527.41,18107.79,18107.79,P.O. Box 218,,"WEOTT, CA 95571",10-18-2021,1052_CA1200553_439401_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1200553_439401_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1200553_439401_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1200553_439401_32056_CommunityWaterS__TaxFormUpload_1.pdf
3700924,LAKE MORENA VIEWS MWC,DISTRICT 14 - SAN DIEGO,SAN DIEGO,123,WELLMAN SIMMONDS,wellman.simmonds.ws@gmail.com,619-201-7878,Application Summary,No,N/A,48,55,52583.05,33462.07,1,1,1506.45,1666.45,35128.52,1053.86,36182.38,36182.38,PO Box 396,,"CAMPO, CA 91906",10-15-2021,1052_CA3700924_439366_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3700924_439366_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3700924_439366_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3700924_439366_32056_CommunityWaterS__TaxFormUpload_1.pdf
3700859,RANCHO DEL CAMPO WATER SYSTEM,LPA67 - SAN DIEGO COUNTY,SAN DIEGO,110,"KYEHEE ""KAY"" KIM",kyehee.kim@sdcounty.ca.gov,858-694-3921,Application Summary,No,N/A,8,3,6597.77,3870.64,2,0,214.24,0,3870.64,116.12,3986.76,3986.76,5500 Overland Ave. #315,,"SAN DIEGO, CA 91978",11-15-2021,1052_CA3700859_439251_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3700859_439251_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3700859_439251_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3700859_439251_32056_CommunityWaterS__TaxFormUpload_1.pdf
3100058,DUTCH FLAT MUTUAL,LPA61 - PLACER COUNTY,PLACER,104,DAVID MINTLINE,davemintline@hotmail.com,530-488-0200,Application Summary,No,N/A,4,98,4244.77,4244.77,0,0,0.00,0,4244.77,127.34,4372.11,4244.77,PO BOX 50,,"DUTCH FLAT, CA 95714",10-26-2021,1052_CA3100058_439511_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3100058_439511_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3100058_439511_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3100058_439511_32056_CommunityWaterS__TaxFormUpload_1.pdf
1200538,MYERS FLAT M.W.S. INC.,DISTRICT 01 - KLAMATH,HUMBOLDT,101,MARY WHITMORE,myersflatmutualh2o@gmail.com,707-943-1865,Application Summary,No,N/A,11,11,7116.90,7116.90,8,8,9036.00,9036.00,16152.90,484.59,16637.49,16637.49,P.O. BOX 74,,"MYERS FLAT, CA 95554",10-15-2021,1052_CA1200538_439421_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1200538_439421_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1200538_439421_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1200538_439421_32056_CommunityWaterS__TaxFormUpload_1.pdf
4300575,TWIN VALLEY INC,DISTRICT 17 - SANTA CLARA,SANTA CLARA,96,MARLENE DEMERY,marlene@demeryandassoc.com,707-479-8880,Application Summary,No,N/A,4,4,20830.16,20830.16,0,0,0.00,0,20830.16,624.90,21455.06,21455.06,3676 Banbury Court,,"SANTA ROSA, CA 95404",10-25-2021,1052_CA4300575_439584_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4300575_439584_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4300575_439584_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4300575_439584_32056_CommunityWaterS__TaxFormUpload_1.pdf
3700922,LIVE OAK SPRINGS WATER SYSTEM,LPA67 - SAN DIEGO COUNTY,SAN DIEGO,94,"KYEHEE ""KAY"" KIM",kyehee.kim@sdcounty.ca.gov,858-694-3921,Application Summary,No,N/A,24,14,8496.84,5765.20,2,1,1283.36,1054.92,6820.12,204.60,7024.72,7024.72,5500 Overland Ave. #315,,"SAN DIEGO, CA 92123",11-15-2021,1052_CA3700922_439458_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3700922_439458_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3700922_439458_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3700922_439458_32056_CommunityWaterS__TaxFormUpload_1.pdf
5500040,BLUEBELL VALLEY MWC,DISTRICT 11 - MERCED,TUOLUMNE,91,HAL CUNNINGHAM,Hal@mlode.com,209-532-6355,Application Summary,No,N/A,7,7,4794.44,4794.44,0,0,0.00,0.00,4794.44,143.83,4938.27,4938.27,P.O. Box 245,,"STANDARD, CA 95373",10-06-2021,1052_CA5500040_439201_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5500040_439201_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5500040_439201_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5500040_439201_32056_CommunityWaterS__TaxFormUpload_1.pdf
1503475,WESTERN ACRES MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,KERN,90,DUSTY HOWZE,tdh5@comcast.net,559-816-5088,Application Summary,No,N/A,52,37,36358.40,18540,0,0,0.00,0,18540.00,556.20,19096.20,19096.2,7794 GRANGEVILLE BLVD.,,"HANFORD, CA 93230",11-08-2021,1052_CA1503475_439976_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1503475_439976_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1503475_439976_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1503475_439976_32056_CommunityWaterS__TaxFormUpload_1.pdf
5400550,SEVILLE WATER COMPANY,DISTRICT 24 - TULARE,TULARE,90,CELESTE V PEREZ,CVPerez@co.tulare.ca.us,559-624-7010,Application Summary,No,N/A,29,30,6902.45,9591.24,0,0,0.00,0.00,9591.24,287.74,9878.98,9878.98,5961 S.MOONEY BLVD,,"VISALIA, CA 93277",10-06-2021,1052_CA5400550_439256_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5400550_439256_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5400550_439256_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5400550_439256_32056_CommunityWaterS__TaxFormUpload_1.pdf
1700546,CLEAR WATER MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,LAKE,89,VALERIE DAVISON,clearwtr.water@sbcglobal.net,707-279-1207,Application Summary,No,N/A,35,36,46268.72,48246.72,0,0,0.00,0,48246.72,1447.40,49694.12,49694.12,4151 Osceola Avenue,,"KELSEYVILLE, CA 95451",11-10-2021,1052_CA1700546_440011_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1700546_440011_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1700546_440011_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1700546_440011_32056_CommunityWaterS__TaxFormUpload_1.pdf
0707577,RIVERVIEW WATER ASSOCIATION,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,89,PATTY MARTIN,pzmartin@kiteisland.com,925-684-2129,Application Summary,No,N/A,1,1,705.00,705.00,0,0,0.00,0,705.00,21.15,726.15,726.15,PO BOX 645,,"BETHEL ISLAND, CA 94511",10-20-2021,1052_CA0707577_439732_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA0707577_439732_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA0707577_439732_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA0707577_439732_32056_CommunityWaterS__TaxFormUpload_1.pdf
4810011,SID - ELMIRA,DISTRICT 04 - SAN FRANCISCO,SOLANO,88,CARY KEATEN,ckeaten@sidwater.org,707-455-4009,Application Summary,No,N/A,6,5,3157.13,4451.86,0,0,0.00,0,4451.86,133.56,4585.42,4585.42,810 VACA VALLEY PKWY STE 201,,"VACAVILLE, CA 95688-8834",11-12-2021,1052_CA4810011_440097_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4810011_440097_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4810011_440097_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4810011_440097_32056_CommunityWaterS__TaxFormUpload_1.pdf
4900558,BELMONT TERRACE MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,SONOMA,87,JEAN TILLINGHAUST,jean@belmontterrace.org,707-694-5816,Application Summary,No,N/A,9,9,3067.20,3067.20,0,0,0.00,0,3067.20,92.02,3159.22,3159.22,900 Dorthel Street,,"SEBASTOPOL, CA 95472",10-15-2021,1052_CA4900558_439321_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4900558_439321_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4900558_439321_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4900558_439321_32056_CommunityWaterS__TaxFormUpload_1.pdf
5800924,CAMPTONVILLE COMMUNITY SERV DIST,LPA88 - YUBA COUNTY,YUBA,85,THOMAS E RUMSEY,tom_905@yahoo.com,775-980-7138,Application Summary,No,N/A,21,11,8048.00,833,3,6,4739.00,3067,3900.00,117.00,4017.00,4017,14437 Marysville Road Spc24,,"CAMPTONVILLE, CA 95922",11-03-2021,1052_CA5800924_439750_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5800924_439750_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5800924_439750_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5800924_439750_32056_CommunityWaterS__TaxFormUpload_1.pdf
1900721,TERRA NOVA MOBILE HOME PARK,LPA49 - LA COUNTY,LOS ANGELES,75,SCOTT MONROE,SCOTT@PARKAVENUEAM.COM,714-276-4926,Application Summary,No,N/A,1,2,160.00,300.00,0,0,0.00,0,300.00,9.00,309.00,300,PO BOX 915,,"TUSTIN, CA 92782",10-11-2021,1052_CA1900721_439278_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1900721_439278_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1900721_439278_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1900721_439278_32056_CommunityWaterS__TaxFormUpload_1.pdf
3301535,RANCHO CARRILLO MWC,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,74,KEITH WARREN,krwarren@earthlink.net,949-728-0159,Application Summary,No,N/A,74,74,28000.00,28000.00,0,0,0.00,0.00,28000.00,840.00,28840.00,28840,P.O. Box 135,,"SAN JUAN CAPISTRANO, CA 92693",10-25-2021,1052_CA3301535_439729_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3301535_439729_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3301535_439729_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3301535_439729_32056_CommunityWaterS__TaxFormUpload_1.pdf
2400167,BALLICO CSD,DISTRICT 11 - MERCED,MERCED,73,MANUEL JIMENEZ,ManuelJ1976@yahoo.com,209-667-0728,Application Summary,No,N/A,10,5,1370.00,825,0,0,0.00,0,825.00,24.75,849.75,849.75,P.O. BOX 255,,"BALLICO, CA 95303",11-07-2021,1052_CA2400167_439994_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA2400167_439994_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA2400167_439994_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA2400167_439994_32056_CommunityWaterS__TaxFormUpload_1.pdf
3200107,GRIZZLY LAKE CSD-CROCKER/WELCH,DISTRICT 02 - LASSEN,PLUMAS,70,LARRY TERRILL,glrid@att.net,530-832-5225,Application Summary,Yes,CA3200104; CA3200107,28,28,10832.00,10832.,0,0,0.00,0,10832.00,324.96,11156.96,11156.96,119 Delleker Road,,"PORTOLA, CA 96122",10-12-2021,1052_CA3200107_439540_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3200107_439540_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3200107_439540_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3200107_439540_32056_CommunityWaterS__TaxFormUpload_1.pdf
5800803,LOMA RICA WATER COMPANY,LPA88 - YUBA COUNTY,YUBA,70,TOM SATCHELL,tpsatchell@yahoo.com,530-301-8625,Application Summary,No,N/A,8,8,3535.00,3535.00,0,0,0.00,0,3535.00,106.05,3641.05,3641,342 NORTH CANAL DRIVE,,"DIXON, IL 61021",11-05-2021,1052_CA5800803_439896_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5800803_439896_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5800803_439896_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5800803_439896_32056_CommunityWaterS__TaxFormUpload_1.pdf
5403043,YETTEM WATER SYSTEM,DISTRICT 24 - TULARE,TULARE,66,CELESTE V PEREZ,CVPerez@co.tulare.ca.us,559-624-7010,Application Summary,No,N/A,15,19,5209.70,8760.60,0,0,0.00,0.00,8760.60,262.82,9023.42,9023.42,5961 S.MOONEY BLVD,,"VISALIA, CA 93277",10-06-2021,1052_CA5403043_439264_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5403043_439264_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5403043_439264_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5403043_439264_32056_CommunityWaterS__TaxFormUpload_1.pdf
0800548,KLAMATH C.S.D.,DISTRICT 01 - KLAMATH,DEL NORTE,59,MARGARET CALDWELL,klamathcsd@gmail.com,707-482-0723,Application Summary,No,N/A,2,2,943.00,1126.34,1,1,467.26,559.51,1685.85,50.58,1736.43,1736.43,Klamath CSD,,"KLAMATH, CA 95548",10-15-2021,1052_CA0800548_439505_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA0800548_439505_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA0800548_439505_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA0800548_439505_32056_CommunityWaterS__TaxFormUpload_1.pdf
4700521,SISKIYOU CO.SERVICE AREA #5/CARRICK,DISTRICT 01 - KLAMATH,SISKIYOU,58,CRAIG SHARP,sharp@ci.weed.ca.us,530-938-5020,Application Summary,No,N/A,3,3,650.00,650.00,0,0,0.00,0.00,650.00,19.50,669.50,669.5,P. O. BOX 470,,"WEED, CA 96094",10-11-2021,1052_CA4700521_439296_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4700521_439296_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4700521_439296_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4700521_439296_32056_CommunityWaterS__TaxFormUpload_1.pdf
1300018,GATEWAY,LPA43 - IMPERIAL COUNTY,IMPERIAL,48,ED DELGADO,eddelgado@co.imperial.ca.us,442-265-1818,Application Summary,No,N/A,0,0,0.00,0,1,1,4256.20,4256.20,4256.20,127.69,4383.89,4383.89,155 S 11th Street,,"EL CENTRO, CA 92243",10-13-2021,1052_CA1300018_439598_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1300018_439598_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1300018_439598_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1300018_439598_32056_CommunityWaterS__TaxFormUpload_1.pdf
4300638,SAN MARTIN FOOTHILLS WATER COMPANY,DISTRICT 17 - SANTA CLARA,SANTA CLARA,44,DAVE MEDLAND,engineering2@razzolink.com,408-686-0460,Application Summary,No,N/A,1,1,1654.00,1876.49,0,0,0.00,0,1876.49,56.29,1932.78,1876.49,12496 CREEKVIEW COURT,,"SAN MARTIN, CA 95046",11-10-2021,1052_CA4300638_439901_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4300638_439901_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4300638_439901_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4300638_439901_32056_CommunityWaterS__TaxFormUpload_1.pdf
4810012,SID - QUAIL CANYON,DISTRICT 04 - SAN FRANCISCO,SOLANO,40,CARY KEATEN,ckeaten@sidwater.org,707-455-4009,Application Summary,No,N/A,4,4,4807.44,4144.87,0,0,0.00,0,4144.87,124.35,4269.22,4269.22,810 VACA VALLEY PKWY STE 201,,"VACAVILLE, CA 95688-8834",11-12-2021,1052_CA4810012_440111_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4810012_440111_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4810012_440111_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4810012_440111_32056_CommunityWaterS__TaxFormUpload_1.pdf
3600399,PARADISE MOBILE ESTATES,LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,38,JEFFREY SAMUELSON,normaillu@cox.net,949-496-0893,Application Summary,No,N/A,5,5,11379.03,11379.03,0,0,0.00,0,11379.03,341.37,11720.40,11720.4,26862 VIA CORTA,,"SAN JUAN CAPISTRANO, CA 92675",10-13-2021,1052_CA3600399_439573_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3600399_439573_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3600399_439573_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3600399_439573_32056_CommunityWaterS__TaxFormUpload_1.pdf
1502690,"DUNE 3 MUTUAL WATER COMPANY, LLC",DISTRICT 19 - TEHACHAPI,KERN,36,BRIAN ZAGALA,dune3water@att.net,805-772-7131,Application Summary,No,N/A,1,1,732.49,732.49,0,0,0.00,0,732.49,21.97,754.46,754.46,P.O. BOX 233,,"MORRO BAY, CA 93443",10-25-2021,1052_CA1502690_439660_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1502690_439660_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1502690_439660_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1502690_439660_32056_CommunityWaterS__TaxFormUpload_1.pdf
5000408,WESTLEY CSD,LPA80 - STANISLAUS COUNTY,STANISLAUS,35,COLLEEN SANGUINETTI,coleen@gvni.com,209-892-7953,Application Summary,No,N/A,1,1,360.00,360.00,2,2,704.61,704.61,1064.61,31.94,1096.55,1096.55,PO BOX 26,,"CROWS LANDING, CA 95313",10-29-2021,1052_CA5000408_439639_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5000408_439639_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5000408_439639_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5000408_439639_32056_CommunityWaterS__TaxFormUpload_1.pdf
5403212,MONSON WATER SYSTEM,DISTRICT 24 - TULARE,TULARE,32,CELESTE PEREZ,sultanacsd@gmail.com,559-730-8035,Application Summary,No,N/A,32,3,500.00,588.74,0,1,0.00,335.19,923.93,27.72,951.65,951.65,P.O. BOX 158,,"SULTANA, CA 93666",10-14-2021,1052_CA5403212_439253_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5403212_439253_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5403212_439253_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5403212_439253_32056_CommunityWaterS__TaxFormUpload_1.pdf
4700884,SHASTINA MOBILE ESTATES,DISTRICT 01 - KLAMATH,SISKIYOU,32,JOE SIINO,joesiino@gmail.com,916-224-9100,Application Summary,No,N/A,8,8,4320.00,4320,0,0,0.00,0,4320.00,129.60,4449.60,4449.6,315 Washington Blvd.,,"ROSEVILLE, CA 95678",10-19-2021,1052_CA4700884_439678_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4700884_439678_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4700884_439678_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4700884_439678_32056_CommunityWaterS__TaxFormUpload_1.pdf
2900511,SHADY LAKE WATER ASSOCIATION,LPA59 - NEVADA COUNTY,NEVADA,28,HEATHER BRASSFIELD,shadylakewaterassociation@gmail.com,530-906-0126,Application Summary,No,N/A,3,3,758.61,758.61,0,0,0.00,0,758.61,22.76,781.37,758.61,P.O. Box 911,,"NORTH SAN JUAN, CA 95960",11-01-2021,1052_CA2900511_439840_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA2900511_439840_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA2900511_439840_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA2900511_439840_32056_CommunityWaterS__TaxFormUpload_1.pdf
4810025,SID - PLEASANT HILLS RANCH,DISTRICT 04 - SAN FRANCISCO,SOLANO,27,CARY KEATEN,ckeaten@sidwater.org,707-455-4009,Application Summary,No,N/A,3,1,3374.81,3190.11,0,0,0.00,0.00,3190.11,95.70,3285.81,3285.81,810 VACA VALLEY PKWY STE 201,,"VACAVILLE, CA 95688-8834",11-12-2021,1052_CA4810025_440113_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4810025_440113_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4810025_440113_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4810025_440113_32056_CommunityWaterS__TaxFormUpload_1.pdf
5800805,LAKE FRANCIS MUTUAL WATER COMPANY,LPA88 - YUBA COUNTY,YUBA,21,ANNA ROMANO,anna@lakefrancisestates.org,530-324-5511,Application Summary,No,N/A,5,2,2735.00,1280,0,0,0.00,0,1280.00,38.40,1318.40,1318.4,PO BOX 422,,"DOBBINS, CA 95935",11-04-2021,1052_CA5800805_439792_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5800805_439792_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5800805_439792_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5800805_439792_32056_CommunityWaterS__TaxFormUpload_1.pdf
1500494,WILSON ROAD WATER COMMUNITY,DISTRICT 12 - VISALIA,KERN,20,KEITH PICKETT,p1oilman@aol.com,661-301-1500,Application Summary,No,N/A,6,6,14842.41,14842.41,0,0,0.00,0.00,14842.41,445.27,15287.68,15287.68,8919 EAST WILSON ROAD,,"BAKERSFIELD, CA 93307",10-08-2021,1052_CA1500494_439449_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1500494_439449_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1500494_439449_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1500494_439449_32056_CommunityWaterS__TaxFormUpload_1.pdf
4810024,SID - BLUE RIDGE OAKS,DISTRICT 04 - SAN FRANCISCO,SOLANO,19,CARY KEATEN,ckeaten@sidwater.org,707-455-4009,Application Summary,No,N/A,1,1,1779.92,2603.87,0,0,0.00,0,2603.87,78.12,2681.99,2681.99,810 VACA VALLEY PKWY STE 201,,"VACAVILLE, CA 95688-8834",11-12-2021,1052_CA4810024_440112_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4810024_440112_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4810024_440112_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4810024_440112_32056_CommunityWaterS__TaxFormUpload_1.pdf
1900767,GOLDEN VALLEY MUNICIPAL WATER DISTRICT,LPA49 - LA COUNTY,LOS ANGELES,18,PATTY EDWARDS,GVMWD2019@GMAIL.COM,661-248-8501,Application Summary,No,N/A,2,1,534.99,599.99,0,0,0.00,0.00,599.99,18.00,617.99,617.99,49744-3 Gorman Post Road,,"GORMAN, CA 93243",11-08-2021,1052_CA1900767_439950_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1900767_439950_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1900767_439950_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1900767_439950_32056_CommunityWaterS__TaxFormUpload_1.pdf
